"IP","SoftwareVersion","UUID","Uptime","batteries__Voltage","batteries__Wear","batteries__current","batteries__id","batteries__microswitch","batteries__present","batteries__rgb","batteries__solenoid","batteries__temp","batteries__uuid","id","date"
"","","","","3650.39990234375","0","89.28571319580078","4","True","True","0","False","38.85630416870117","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","84951455","3859.199951171875","0","389.28570556640625","0","True","True","0","False","48.82698059082031","3735928559","1676378906042","1676378906042"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3872.39990234375","0","600","3","True","True","0","False","59.67741775512695","45067","",""
"","","","","3650.39990234375","0","85.71428680419922","4","True","True","0","False","38.85630416870117","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","84966655","3860.39990234375","0","389.28570556640625","0","True","True","0","False","48.53372573852539","3735928559","1676378921245","1676378921245"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3874.800048828125","0","603.5714111328125","3","True","True","0","False","62.023460388183594","45067","",""
"","","","","3650.39990234375","0","85.71428680419922","4","True","True","0","False","38.709678649902344","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","84981855","3860.39990234375","0","389.28570556640625","0","True","True","0","False","48.68035125732422","3735928559","1676378936444","1676378936444"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3874.800048828125","0","600","3","True","True","0","False","59.530792236328125","45067","",""
"","","","","3650.39990234375","0","85.71428680419922","4","True","True","0","False","39.002933502197266","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","84997054","3861.60009765625","0","389.28570556640625","0","True","True","0","False","48.82698059082031","3735928559","1676378951646","1676378951646"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3877.199951171875","0","607.1428833007812","3","True","True","0","False","61.14369583129883","45067","",""
"","","","","3651.60009765625","0","85.71428680419922","4","True","True","0","False","38.85630416870117","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85012254","3866.39990234375","0","400","0","True","True","0","False","48.82698059082031","3735928559","1676378966845","1676378966845"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3883.199951171875","0","625","3","True","True","0","False","61.43695068359375","45067","",""
"","","","","3652.800048828125","0","89.28571319580078","4","True","True","0","False","38.85630416870117","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85027454","3862.800048828125","0","389.28570556640625","0","True","True","0","False","48.82698059082031","3735928559","1676378982046","1676378982046"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3877.199951171875","0","603.5714111328125","3","True","True","0","False","60.11730194091797","45067","",""
"","","","","3651.60009765625","0","85.71428680419922","4","True","True","0","False","38.85630416870117","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85042655","3864","0","389.28570556640625","0","True","True","0","False","48.97360610961914","3735928559","1676378997247","1676378997247"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3877.199951171875","0","607.1428833007812","3","True","True","0","False","62.90322494506836","45067","",""
"","","","","3650.39990234375","0","82.14286041259766","4","True","True","0","False","38.85630416870117","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85057856","3866.39990234375","0","392.8571472167969","0","True","True","0","False","48.68035125732422","3735928559","1676379012444","1676379012444"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3877.199951171875","0","600","3","True","True","0","False","60.26393127441406","45067","",""
"","","","","3651.60009765625","0","82.14286041259766","4","True","True","0","False","38.85630416870117","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85073057","3866.39990234375","0","392.8571472167969","0","True","True","0","False","48.97360610961914","3735928559","1676379027658","1676379027658"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3879.60009765625","0","603.5714111328125","3","True","True","0","False","61.43695068359375","45067","",""
"","","","","3651.60009765625","0","82.14286041259766","4","True","True","0","False","38.85630416870117","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85088257","3866.39990234375","0","389.28570556640625","0","True","True","0","False","48.97360610961914","3735928559","1676379042849","1676379042849"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3880.800048828125","0","610.7142944335938","3","True","True","0","False","61.58357620239258","45067","",""
"","","","","3652.800048828125","0","85.71428680419922","4","True","True","0","False","38.85630416870117","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85103457","3866.39990234375","0","385.71429443359375","0","True","True","0","False","48.97360610961914","3735928559","1676379058047","1676379058047"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3880.800048828125","0","610.7142944335938","3","True","True","0","False","60.11730194091797","45067","",""
"","","","","3652.800048828125","0","85.71428680419922","4","True","True","0","False","38.85630416870117","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85118657","3866.39990234375","0","385.71429443359375","0","True","True","0","False","48.82698059082031","3735928559","1676379073245","1676379073245"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3880.800048828125","0","603.5714111328125","3","True","True","0","False","62.023460388183594","45067","",""
"","","","","3652.800048828125","0","85.71428680419922","4","True","True","0","False","39.149559020996094","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85133857","3867.60009765625","0","385.71429443359375","0","True","True","0","False","48.97360610961914","3735928559","1676379088447","1676379088447"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3878.39990234375","0","596.4285888671875","3","True","True","0","False","60.11730194091797","45067","",""
"","","","","3652.800048828125","0","82.14286041259766","4","True","True","0","False","39.002933502197266","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85149057","3868.800048828125","0","385.71429443359375","0","True","True","0","False","48.97360610961914","3735928559","1676379103651","1676379103651"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3879.60009765625","0","596.4285888671875","3","True","True","0","False","61.290321350097656","45067","",""
"","","","","3654","0","85.71428680419922","4","True","True","0","False","39.002933502197266","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85164256","3867.60009765625","0","382.1428527832031","0","True","True","0","False","48.82698059082031","3735928559","1676379118846","1676379118846"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3879.60009765625","0","596.4285888671875","3","True","True","0","False","60.997066497802734","45067","",""
"","","","","3652.800048828125","0","85.71428680419922","4","True","True","0","False","39.002933502197266","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85179456","3868.800048828125","0","385.71429443359375","0","True","True","0","False","48.82698059082031","3735928559","1676379134060","1676379134060"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3880.800048828125","0","600","3","True","True","0","False","59.82404708862305","45067","",""
"","","","","3654","0","85.71428680419922","4","True","True","0","False","39.002933502197266","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85194656","3870","0","389.28570556640625","0","True","True","0","False","48.53372573852539","3735928559","1676379149245","1676379149245"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3882","0","603.5714111328125","3","True","True","0","False","62.023460388183594","45067","",""
"","","","","3654","0","85.71428680419922","4","True","True","0","False","39.002933502197266","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85209855","3871.199951171875","0","385.71429443359375","0","True","True","0","False","48.97360610961914","3735928559","1676379164468","1676379164468"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3882","0","592.8571166992188","3","True","True","0","False","60.11730194091797","45067","",""
"","","","","3654","0","85.71428680419922","4","True","True","0","False","39.002933502197266","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85225055","3872.39990234375","0","392.8571472167969","0","True","True","0","False","48.97360610961914","3735928559","1676379179647","1676379179647"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3882","0","600","3","True","True","0","False","61.14369583129883","45067","",""
"","","","","3655.199951171875","0","85.71428680419922","4","True","True","0","False","39.002933502197266","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85240256","3872.39990234375","0","382.1428527832031","0","True","True","0","False","48.82698059082031","3735928559","1676379194853","1676379194853"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3883.199951171875","0","600","3","True","True","0","False","61.58357620239258","45067","",""
"","","","","3654","0","78.57142639160156","4","True","True","0","False","39.002933502197266","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85255456","3873.60009765625","0","389.28570556640625","0","True","True","0","False","48.68035125732422","3735928559","1676379210048","1676379210048"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3884.39990234375","0","603.5714111328125","3","True","True","0","False","59.67741775512695","45067","",""
"","","","","3654","0","82.14286041259766","4","True","True","0","False","39.002933502197266","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85270656","3874.800048828125","0","385.71429443359375","0","True","True","0","False","48.97360610961914","3735928559","1676379225303","1676379225303"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3885.60009765625","0","603.5714111328125","3","True","True","0","False","62.316715240478516","45067","",""
"","","","","3656.39990234375","0","85.71428680419922","4","True","True","0","False","38.85630416870117","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85285855","3877.199951171875","0","392.8571472167969","0","True","True","0","False","48.82698059082031","3735928559","1676379240450","1676379240450"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3885.60009765625","0","600","3","True","True","0","False","60.557186126708984","45067","",""
"","","","","3655.199951171875","0","85.71428680419922","4","True","True","0","False","39.002933502197266","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85301055","3878.39990234375","0","389.28570556640625","0","True","True","0","False","48.97360610961914","3735928559","1676379255650","1676379255650"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3886.800048828125","0","603.5714111328125","3","True","True","0","False","61.43695068359375","45067","",""
"","","","","3656.39990234375","0","85.71428680419922","4","True","True","0","False","39.002933502197266","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85316254","3878.39990234375","0","392.8571472167969","0","True","True","0","False","48.82698059082031","3735928559","1676379270846","1676379270846"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3885.60009765625","0","600","3","True","True","0","False","61.58357620239258","45067","",""
"","","","","3656.39990234375","0","85.71428680419922","4","True","True","0","False","39.002933502197266","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85331454","3878.39990234375","0","385.71429443359375","0","True","True","0","False","49.120235443115234","3735928559","1676379286046","1676379286046"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3888","0","600","3","True","True","0","False","60.11730194091797","45067","",""
"","","","","3656.39990234375","0","85.71428680419922","4","True","True","0","False","39.149559020996094","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85346655","3879.60009765625","0","396.4285583496094","0","True","True","0","False","48.97360610961914","3735928559","1676379301250","1676379301250"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3889.199951171875","0","607.1428833007812","3","True","True","0","False","62.17008972167969","45067","",""
"","","","","3655.199951171875","0","82.14286041259766","4","True","True","0","False","39.149559020996094","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85361855","3880.800048828125","0","392.8571472167969","0","True","True","0","False","48.82698059082031","3735928559","1676379316448","1676379316448"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3889.199951171875","0","603.5714111328125","3","True","True","0","False","60.70381164550781","45067","",""
"","","","","3657.60009765625","0","85.71428680419922","4","True","True","0","False","39.149559020996094","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85377054","3882","0","392.8571472167969","0","True","True","0","False","49.120235443115234","3735928559","1676379331648","1676379331648"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3888","0","600","3","True","True","0","False","61.43695068359375","45067","",""
"","","","","3657.60009765625","0","85.71428680419922","4","True","True","0","False","39.149559020996094","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85392254","3883.199951171875","0","392.8571472167969","0","True","True","0","False","49.26686096191406","3735928559","1676379346855","1676379346855"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3890.39990234375","0","603.5714111328125","3","True","True","0","False","62.17008972167969","45067","",""
"","","","","3658.800048828125","0","89.28571319580078","4","True","True","0","False","39.149559020996094","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85407454","3883.199951171875","0","392.8571472167969","0","True","True","0","False","48.97360610961914","3735928559","1676379362047","1676379362047"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3890.39990234375","0","607.1428833007812","3","True","True","0","False","60.26393127441406","45067","",""
"","","","","3660","0","89.28571319580078","4","True","True","0","False","39.29618835449219","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85422655","3884.39990234375","0","389.28570556640625","0","True","True","0","False","49.26686096191406","3735928559","1676379377258","1676379377258"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3894","0","607.1428833007812","3","True","True","0","False","62.316715240478516","45067","",""
"","","","","3660","0","89.28571319580078","4","True","True","0","False","39.29618835449219","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85437855","3884.39990234375","0","392.8571472167969","0","True","True","0","False","49.26686096191406","3735928559","1676379392452","1676379392452"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3892.800048828125","0","610.7142944335938","3","True","True","0","False","60.997066497802734","45067","",""
"","","","","3658.800048828125","0","85.71428680419922","4","True","True","0","False","39.29618835449219","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85453055","3885.60009765625","0","392.8571472167969","0","True","True","0","False","48.82698059082031","3735928559","1676379407651","1676379407651"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3894","0","610.7142944335938","3","True","True","0","False","61.43695068359375","45067","",""
"","","","","3661.199951171875","0","92.85713958740234","4","True","True","0","False","39.29618835449219","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85468255","3885.60009765625","0","389.28570556640625","0","True","True","0","False","48.97360610961914","3735928559","1676379422852","1676379422852"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3890.39990234375","0","596.4285888671875","3","True","True","0","False","62.17008972167969","45067","",""
"","","","","3661.199951171875","0","92.85713958740234","4","True","True","0","False","39.29618835449219","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85483347","3886.800048828125","0","389.28570556640625","0","True","True","0","False","49.120235443115234","3735928559","1676379437942","1676379437942"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3891.60009765625","0","596.4285888671875","3","True","True","0","False","60.41055679321289","45067","",""
"","","","","3661.199951171875","0","89.28571319580078","4","True","True","0","False","39.29618835449219","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85498547","3886.800048828125","0","389.28570556640625","0","True","True","0","False","49.120235443115234","3735928559","1676379453147","1676379453147"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3895.199951171875","0","603.5714111328125","3","True","True","0","False","62.60997009277344","45067","",""
"","","","","3661.199951171875","0","89.28571319580078","4","True","True","0","False","39.442813873291016","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85513746","3891.60009765625","0","400","0","True","True","0","False","49.560115814208984","3735928559","1676379468342","1676379468342"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3901.199951171875","0","625","3","True","True","0","False","60.70381164550781","45067","",""
"","","","","3662.39990234375","0","92.85713958740234","4","True","True","0","False","39.442813873291016","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85528945","3891.60009765625","0","396.4285583496094","0","True","True","0","False","49.560115814208984","3735928559","1676379483540","1676379483540"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3898.800048828125","0","614.2857055664062","3","True","True","0","False","62.023460388183594","45067","",""
"","","","","3663.60009765625","0","92.85713958740234","4","True","True","0","False","39.442813873291016","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85544145","3889.199951171875","0","389.28570556640625","0","True","True","0","False","48.97360610961914","3735928559","1676379498739","1676379498739"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3894","0","600","3","True","True","0","False","61.8768310546875","45067","",""
"","","","","3663.60009765625","0","92.85713958740234","4","True","True","0","False","39.58944320678711","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85559344","3890.39990234375","0","389.28570556640625","0","True","True","0","False","49.26686096191406","3735928559","1676379513940","1676379513940"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3894","0","600","3","True","True","0","False","60.11730194091797","45067","",""
"","","","","3663.60009765625","0","96.42857360839844","4","True","True","0","False","39.58944320678711","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85574545","3891.60009765625","0","392.8571472167969","0","True","True","0","False","49.120235443115234","3735928559","1676379529142","1676379529142"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3896.39990234375","0","607.1428833007812","3","True","True","0","False","62.90322494506836","45067","",""
"","","","","3662.39990234375","0","89.28571319580078","4","True","True","0","False","39.58944320678711","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85589744","3894","0","396.4285583496094","0","True","True","0","False","49.413490295410156","3735928559","1676379544340","1676379544340"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3897.60009765625","0","610.7142944335938","3","True","True","0","False","60.997066497802734","45067","",""
"","","","","3663.60009765625","0","92.85713958740234","4","True","True","0","False","39.58944320678711","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85604943","3898.800048828125","0","403.5714416503906","0","True","True","0","False","49.413490295410156","3735928559","1676379559545","1676379559545"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3903.60009765625","0","621.4285888671875","3","True","True","0","False","62.17008972167969","45067","",""
"","","","","3666","0","100","4","True","True","0","False","39.442813873291016","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85620144","3898.800048828125","0","403.5714416503906","0","True","True","0","False","49.413490295410156","3735928559","1676379574744","1676379574744"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3904.800048828125","0","621.4285888671875","3","True","True","0","False","62.17008972167969","45067","",""
"","","","","3666","0","100","4","True","True","0","False","39.58944320678711","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85635343","3895.199951171875","0","392.8571472167969","0","True","True","0","False","49.26686096191406","3735928559","1676379589939","1676379589939"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3897.60009765625","0","600","3","True","True","0","False","60.26393127441406","45067","",""
"","","","","3663.60009765625","0","89.28571319580078","4","True","True","0","False","39.58944320678711","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85650542","3895.199951171875","0","389.28570556640625","0","True","True","0","False","49.26686096191406","3735928559","1676379605138","1676379605138"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3897.60009765625","0","600","3","True","True","0","False","62.90322494506836","45067","",""
"","","","","3664.800048828125","0","92.85713958740234","4","True","True","0","False","39.442813873291016","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85665741","3896.39990234375","0","389.28570556640625","0","True","True","0","False","49.413490295410156","3735928559","1676379620338","1676379620338"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3898.800048828125","0","603.5714111328125","3","True","True","0","False","60.557186126708984","45067","",""
"","","","","3666","0","96.42857360839844","4","True","True","0","False","39.442813873291016","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85680940","3896.39990234375","0","389.28570556640625","0","True","True","0","False","49.26686096191406","3735928559","1676379635538","1676379635538"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3900","0","607.1428833007812","3","True","True","0","False","61.8768310546875","45067","",""
"","","","","3666","0","92.85713958740234","4","True","True","0","False","39.58944320678711","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85696140","3897.60009765625","0","389.28570556640625","0","True","True","0","False","49.26686096191406","3735928559","1676379650739","1676379650739"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3901.199951171875","0","607.1428833007812","3","True","True","0","False","62.17008972167969","45067","",""
"","","","","3666","0","92.85713958740234","4","True","True","0","False","39.442813873291016","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85711339","3898.800048828125","0","389.28570556640625","0","True","True","0","False","49.120235443115234","3735928559","1676379665937","1676379665937"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3897.60009765625","0","600","3","True","True","0","False","60.11730194091797","45067","",""
"","","","","3666","0","92.85713958740234","4","True","True","0","False","39.29618835449219","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85726539","3898.800048828125","0","389.28570556640625","0","True","True","0","False","49.26686096191406","3735928559","1676379681140","1676379681140"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
"","","","","3898.800048828125","0","596.4285888671875","3","True","True","0","False","62.17008972167969","45067","",""
"","","","","3664.800048828125","0","92.85713958740234","4","True","True","0","False","39.29618835449219","12648430","",""
"","","","","0","0","0","5","True","False","0","False","0","721077","",""
"10.0.0.45.","MILI v0.0.0a","756111441902","85741738","3898.800048828125","0","389.28570556640625","0","True","True","0","False","48.97360610961914","3735928559","1676379696340","1676379696340"
"","","","","0","0","0","1","True","False","0","False","0","11259375","",""
"","","","","0","0","0","2","True","False","0","False","0","11189196","",""
